TIME,BID,BIDDEPTH,BIDDEPTHT,NUMBIDS,OFFER,OFFERDEPTH,OFFERDEPTHT,NUMOFFERS,OPEN,HIGH,LOW,LAST,CHANGE,QTY,VALUE
10:01:17,237.450000,65.000000,103812.000000,757.000000,237.550000,533.000000,156064.000000,1039.000000,237.900000,238.170000,237.400000,237.550000,0.530000,249.000000,222.280000
10:02:17,237.170000,385.000000,111462.000000,785.000000,237.270000,225.000000,176542.000000,1130.000000,237.900000,238.170000,237.130000,237.200000,0.180000,249.000000,222.280000
10:03:18,237.610000,68.000000,121141.000000,888.000000,237.700000,95.000000,174811.000000,1134.000000,237.900000,238.170000,237.130000,237.700000,0.680000,249.000000,222.280000
10:04:18,237.360000,102.000000,120539.000000,863.000000,237.430000,420.000000,197060.000000,1208.000000,237.900000,238.170000,237.130000,237.360000,0.340000,249.000000,222.280000
10:05:18,237.260000,20.000000,119143.000000,874.000000,237.320000,437.000000,207449.000000,1245.000000,237.900000,238.170000,237.130000,237.320000,0.300000,249.000000,222.280000
10:06:18,237.390000,86.000000,134330.000000,930.000000,237.460000,16.000000,220532.000000,1266.000000,237.900000,238.170000,237.130000,237.460000,0.440000,249.000000,222.280000
10:07:18,237.630000,46.000000,140376.000000,962.000000,237.670000,54.000000,216819.000000,1265.000000,237.900000,238.170000,237.130000,237.630000,0.610000,249.000000,222.280000
10:08:18,237.690000,50.000000,143607.000000,974.000000,237.730000,64.000000,224503.000000,1298.000000,237.900000,238.170000,237.130000,237.730000,0.710000,249.000000,222.280000
10:09:18,237.680000,3006.000000,145402.000000,992.000000,237.730000,223.000000,231745.000000,1325.000000,237.900000,238.170000,237.130000,237.680000,0.660000,249.000000,222.280000
10:10:18,237.720000,1.000000,142242.000000,1029.000000,237.760000,30.000000,233217.000000,1330.000000,237.900000,238.170000,237.130000,237.740000,0.720000,249.000000,222.280000
10:11:18,238.190000,96.000000,150246.000000,1068.000000,238.230000,31.000000,230350.000000,1282.000000,237.900000,238.340000,237.130000,238.230000,1.210000,249.000000,222.280000
10:12:18,238.260000,418.000000,148277.000000,1108.000000,238.330000,96.000000,231590.000000,1325.000000,237.900000,238.400000,237.130000,238.330000,1.310000,249.000000,222.280000
10:13:18,238.270000,406.000000,143699.000000,1111.000000,238.300000,647.000000,240093.000000,1362.000000,237.900000,238.440000,237.130000,238.300000,1.280000,249.000000,222.280000
10:14:18,238.210000,96.000000,157558.000000,1146.000000,238.270000,140.000000,245144.000000,1405.000000,237.900000,238.440000,237.130000,238.280000,1.260000,249.000000,222.280000
10:15:18,238.210000,32.000000,155390.000000,1170.000000,238.290000,508.000000,259019.000000,1442.000000,237.900000,238.440000,237.130000,238.280000,1.260000,249.000000,222.280000
10:16:18,238.270000,98.000000,145306.000000,1195.000000,238.290000,217.000000,266260.000000,1485.000000,237.900000,238.440000,237.130000,238.270000,1.250000,249.000000,222.280000
10:17:18,238.180000,250.000000,145974.000000,1177.000000,238.250000,235.000000,272774.000000,1521.000000,237.900000,238.440000,237.130000,238.180000,1.160000,249.000000,222.280000
10:18:18,238.170000,2370.000000,149056.000000,1177.000000,238.180000,97.000000,272128.000000,1529.000000,237.900000,238.440000,237.130000,238.180000,1.160000,249.000000,222.280000
10:19:18,238.290000,87.000000,144405.000000,1191.000000,238.330000,350.000000,266895.000000,1487.000000,237.900000,238.490000,237.130000,238.340000,1.320000,249.000000,222.280000
10:20:18,238.440000,310.000000,153202.000000,1227.000000,238.480000,503.000000,260475.000000,1474.000000,237.900000,238.500000,237.130000,238.450000,1.430000,249.000000,222.280000
10:21:18,238.330000,434.000000,144559.000000,1227.000000,238.400000,9.000000,267361.000000,1530.000000,237.900000,238.500000,237.130000,238.330000,1.310000,249.000000,222.280000
10:22:18,238.370000,376.000000,147858.000000,1242.000000,238.430000,66.000000,262866.000000,1527.000000,237.900000,238.500000,237.130000,238.430000,1.410000,249.000000,222.280000
10:23:18,238.480000,10.000000,147597.000000,1253.000000,238.520000,236.000000,266117.000000,1496.000000,237.900000,238.590000,237.130000,238.520000,1.500000,249.000000,222.280000
10:24:19,238.410000,1.000000,143279.000000,1235.000000,238.440000,250.000000,273093.000000,1577.000000,237.900000,238.590000,237.130000,238.400000,1.380000,249.000000,222.280000
10:25:18,238.300000,5.000000,143089.000000,1231.000000,238.370000,499.000000,273326.000000,1583.000000,237.900000,238.590000,237.130000,238.370000,1.350000,249.000000,222.280000
10:26:18,238.110000,75.000000,136335.000000,1216.000000,238.150000,67.000000,281205.000000,1611.000000,237.900000,238.590000,237.130000,238.150000,1.130000,249.000000,222.280000
10:27:19,237.980000,1988.000000,139668.000000,1180.000000,238.030000,140.000000,291697.000000,1650.000000,237.900000,238.590000,237.130000,237.980000,0.960000,249.000000,222.280000
10:28:19,237.910000,200.000000,127799.000000,1177.000000,237.980000,120.000000,304402.000000,1678.000000,237.900000,238.590000,237.130000,237.890000,0.870000,249.000000,222.280000
10:29:18,237.960000,260.000000,130885.000000,1223.000000,237.990000,252.000000,298291.000000,1708.000000,237.900000,238.590000,237.130000,237.990000,0.970000,249.000000,222.280000
10:30:19,238.210000,250.000000,132652.000000,1233.000000,238.290000,100.000000,283874.000000,1657.000000,237.900000,238.590000,237.130000,238.300000,1.280000,249.000000,222.280000
10:31:19,238.130000,506.000000,132701.000000,1235.000000,238.140000,121.000000,289799.000000,1690.000000,237.900000,238.590000,237.130000,238.140000,1.120000,249.000000,222.280000
10:32:19,238.190000,50.000000,137230.000000,1265.000000,238.250000,2.000000,294497.000000,1708.000000,237.900000,238.590000,237.130000,238.170000,1.150000,249.000000,222.280000
10:33:19,238.230000,143.000000,141447.000000,1286.000000,238.280000,421.000000,297932.000000,1707.000000,237.900000,238.590000,237.130000,238.280000,1.260000,249.000000,222.280000
10:34:19,238.100000,1.000000,138842.000000,1266.000000,238.170000,160.000000,301815.000000,1742.000000,237.900000,238.590000,237.130000,238.070000,1.050000,249.000000,222.280000
10:35:19,238.020000,300.000000,137472.000000,1258.000000,238.110000,425.000000,305815.000000,1769.000000,237.900000,238.590000,237.130000,238.120000,1.100000,249.000000,222.280000
